Product Name,Brand,Date,Sales Quantity,Price,Original Price,Discount Percentage,Stock Level,Region,Category,Customer Rating,Review Count,Delivery Days,Seller,Is Weekend,Is Holiday
Куртка Columbia Watertight II,Columbia,2025-03-07,5,10450,,,28,Ростов-на-Дону,Одежда,4.5,674,1,Антонова Инкорпорэйтед,0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-29,44,41089,57880,29,206,Москва,Электроника,4.6,548,5,Поляков Групп,1,0
Кроссовки Nike Air Max 270,Nike,2025-03-13,27,11439,,,36,Москва,Одежда,4.8,606,3,Панова Лимитед,0,0
Кроссовки Puma RS-X,Puma,2025-03-11,11,10310,,,322,Москва,Одежда,4.5,270,7,ЗАО «Котова-Пономарев»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-06,13,510,,,480,Москва,Книги,4.8,710,2,Дочки-Сыночки,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-02,11,575,,,164,Казань,Книги,5.0,258,2,Группа Эссен,1,0
Джинсы Levi's 501 Original,Levi's,2025-03-28,14,8159,,,351,Екатеринбург,Одежда,4.5,289,2,Одинцова Лтд,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-08,23,106030,134215,21,308,Екатеринбург,Бытовая техника,4.5,456,2,"АО «Семенов, Осипов и Блохин»",1,1
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-10,9,1010,,,494,Екатеринбург,Книги,5.0,622,2,ОАО «Кулакова»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-06,29,21420,25209,15,264,Москва,Бытовая техника,4.4,606,2,А-Ойл,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-19,6,9785,,,239,Уфа,Бытовая техника,4.6,359,3,ОАО «Костин»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-13,20,24225,,,493,Санкт-Петербург,Бытовая техника,4.5,658,2,Алексеев Лимитед,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-22,21,112680,,,106,Москва,Электроника,4.8,530,5,ТОАЗ,1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-23,21,1190,,,505,Екатеринбург,Книги,4.4,655,5,ИП «Волкова Горбачева»,1,0
Футболка H&M premium,H&M,2025-03-24,13,750,1349,44,316,Новосибирск,Одежда,4.3,532,5,ИП «Гурьев Кулакова»,0,0
Платье Zara с принтом,Zara,2025-03-13,10,4090,4450,8,202,Самара,Одежда,4.1,303,7,"ОАО «Кудрявцев, Веселова и Рогова»",0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-04,10,40320,,,39,Нижний Новгород,Бытовая техника,5.0,470,7,А.П.Р.,0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-27,35,765,,,373,Москва,Книги,4.9,684,3,Северсталь,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-15,10,44449,,,219,Ростов-на-Дону,Бытовая техника,4.6,631,2,ИП «Лебедева»,1,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-13,12,121780,,,13,Екатеринбург,Электроника,4.7,467,5,ОАО «Дмитриева-Сазонов»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-02,16,26719,53450,50,175,Самара,Бытовая техника,4.9,311,2,Сибирская сервисная компания,1,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-07,7,31240,,,262,Казань,Электроника,4.7,441,3,ИП «Устинов-Абрамов»,0,0
Платье Zara с принтом,Zara,2025-03-23,10,3209,5830,45,498,Самара,Одежда,4.6,305,2,ОАО «Рогова»,1,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-28,8,645,,,120,Ростов-на-Дону,Книги,4.7,377,2,НПО «Ефремов Евсеев»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-06,6,49529,,,54,Ростов-на-Дону,Бытовая техника,4.8,350,2,НПО «Исаев Данилова»,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-09,14,80910,,,309,Нижний Новгород,Электроника,5.0,677,3,ЗАО «Гуляева-Силин»,1,0
Смартфон Honor 90,Honor,2025-03-04,11,34525,,,210,Нижний Новгород,Электроника,4.4,437,2,НПО «Горшков-Некрасова»,0,0
Куртка The North Face Resolve 2,The North Face,2025-03-10,15,11815,,,69,Челябинск,Одежда,5.0,569,2,Блинова Лимитед,0,0
Наушники Apple AirPods Pro 2,Apple,2025-03-05,7,22705,,,181,Нижний Новгород,Электроника,4.9,279,3,АО «Щукина»,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-30,38,769,1120,31,126,Москва,Книги,4.4,255,3,ТОАЗ,1,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-05,10,60240,,,25,Новосибирск,Электроника,4.6,513,1,Матвеева Групп,0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-28,6,435,780,44,402,Уфа,Книги,4.7,375,5,Трест КХМ,0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-31,19,1610,,,478,Екатеринбург,Книги,4.6,236,2,Киселев Лимитед,0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-20,13,114700,,,62,Казань,Бытовая техника,4.5,417,3,ИП «Беляков Капустина»,0,0
Футболка H&M premium,H&M,2025-03-31,6,805,1620,50,394,Новосибирск,Одежда,4.4,591,3,"ИП «Носкова, Жданов и Самойлова»",0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-07,9,29760,,,307,Екатеринбург,Электроника,4.5,394,1,Райффайзенбанк (Raiffeisen),0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-13,20,810,949,14,409,Новосибирск,Книги,4.7,490,1,ЗАО «Бурова»,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-22,19,86539,,,435,Екатеринбург,Электроника,4.5,359,3,ООО «Ильина-Данилова»,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-25,6,569,,,382,Самара,Книги,4.9,619,5,ЗАО «Ершова-Денисова»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-20,11,12705,,,189,Нижний Новгород,Бытовая техника,4.6,266,3,"РАО «Хохлов, Евдокимова и Игнатов»",0,0
Смартфон Honor 90,Honor,2025-03-25,18,15870,31760,50,502,Екатеринбург,Электроника,4.6,527,1,АО «Котов-Цветкова»,0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-09,25,855,975,12,225,Москва,Книги,5.0,309,5,Кулакова Групп,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-11,7,495,,,382,Казань,Книги,4.7,454,5,Эбботт лэбораториз (Abbott Laboratories),0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-31,7,1340,,,141,Екатеринбург,Книги,4.3,592,5,"НПО «Осипова, Пестова и Мельников»",0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-30,21,669,,,407,Челябинск,Книги,5.0,675,3,КМР и СНГ (KIA),1,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-28,12,660,,,121,Ростов-на-Дону,Книги,4.5,546,5,Зайцева Групп,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-15,42,13699,,,182,Москва,Одежда,4.9,299,7,АО «Филиппова-Дроздов»,1,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-06,11,105445,,,276,Новосибирск,Электроника,4.8,298,2,РАО «Носкова-Щербакова»,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-15,17,70749,83239,15,324,Самара,Электроника,4.6,390,3,Дьячкова Инк,1,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-03,24,71220,,,348,Москва,Электроника,5.0,409,2,ЗАО «Лукина-Кононов»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-31,26,143380,,,361,Москва,Бытовая техника,5.0,351,5,РАО «Сорокин»,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-27,11,590,,,356,Екатеринбург,Книги,4.5,645,5,"НПО «Копылов, Красильников и Савельева»",0,0
Платье Mango вечернее,Mango,2025-03-30,38,6129,,,380,Москва,Одежда,4.4,227,1,"НПО «Игнатова, Коновалова и Зиновьева»",1,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-05,18,1320,,,418,Москва,Книги,4.3,389,3,ООО «Шарова»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-16,39,63820,,,234,Санкт-Петербург,Бытовая техника,4.9,270,1,Ашан (Auchan),1,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-02,14,1070,,,77,Нижний Новгород,Книги,4.8,579,1,ИП «Фомин-Павлов»,1,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-11,7,64909,,,253,Самара,Бытовая техника,4.7,365,3,ИП «Устинова»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-31,23,14960,,,227,Москва,Бытовая техника,4.1,579,3,Гордеева Инкорпорэйтед,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-10,18,42279,49165,14,154,Санкт-Петербург,Бытовая техника,4.5,448,3,ООО «Белозеров-Муравьев»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-02,21,925,,,506,Санкт-Петербург,Книги,4.6,409,5,ЗАО «Лаврентьева Куликова»,1,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-04,26,52940,85405,38,170,Москва,Бытовая техника,4.8,545,7,Воробьев Лимитед,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-21,17,7369,10535,30,173,Екатеринбург,Бытовая техника,4.5,404,3,ОАО «Евдокимов Комиссарова»,0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-12,5,1410,,,400,Самара,Книги,4.6,577,3,РАО «Калинин-Максимов»,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-03,14,1235,,,456,Москва,Книги,4.4,415,7,"ООО «Мартынов, Гаврилова и Максимов»",0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-28,17,64570,,,18,Москва,Бытовая техника,4.8,689,2,Гознак,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-17,10,89410,,,184,Самара,Электроника,4.8,380,3,РАО «Петухова»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-01,38,985,,,277,Москва,Книги,5.0,474,1,АО «Петухов»,1,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-04,25,710,,,74,Москва,Книги,5.0,256,2,АО «Гордеева-Волков»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-30,9,82595,,,338,Ростов-на-Дону,Бытовая техника,4.8,628,3,Конар,1,0
Микроволновка LG NeoChef MH6336,LG,2025-03-06,5,11850,,,396,Самара,Бытовая техника,4.2,265,3,Беркс,0,0
Смартфон Honor 90,Honor,2025-03-26,5,37495,,,474,Уфа,Электроника,4.2,279,2,ИП «Андреева-Туров»,0,0
Платье Zara с принтом,Zara,2025-03-21,16,5850,,,172,Москва,Одежда,4.1,326,2,ОАО «Алексеев-Лазарев»,0,0
Смартфон Realme GT Neo 5,Realme,2025-03-26,6,33675,,,46,Самара,Электроника,4.3,282,7,Яндекс,0,0
Джинсы Lee Rider,Lee,2025-03-12,12,7529,,,351,Москва,Одежда,4.3,278,3,ИП «Исаков»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-25,16,54679,,,363,Нижний Новгород,Бытовая техника,4.9,396,7,"ОАО «Зуева, Шубина и Потапов»",0,0
Футболка Zara базовая хлопковая,Zara,2025-03-26,5,1015,1830,44,275,Ростов-на-Дону,Одежда,4.4,303,7,Фармимэкс,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-01,15,14265,24190,41,317,Нижний Новгород,Бытовая техника,4.4,597,2,"ООО «Комаров, Дьячков и Бобылева»",1,0
Куртка Columbia Watertight II,Columbia,2025-03-31,11,9005,,,269,Уфа,Одежда,4.6,308,3,ИП «Сафонова-Селезнева»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-05,15,8380,13110,36,344,Казань,Бытовая техника,4.6,319,2,ИП «Горшков-Шашкова»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-28,16,545,,,136,Москва,Книги,4.5,387,5,Металлоинвест,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-24,10,52009,,,423,Нижний Новгород,Бытовая техника,4.8,330,2,ООО «Шарапова»,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-13,11,42800,75090,43,264,Нижний Новгород,Бытовая техника,4.8,348,3,ИП «Полякова Фомин»,0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-05,6,840,,,467,Казань,Книги,4.9,374,7,РАО «Большаков Кириллова»,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-21,20,55829,68930,19,460,Москва,Бытовая техника,4.6,337,7,ООО «Колобова-Рогова»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-23,16,85580,,,371,Нижний Новгород,Бытовая техника,5.0,695,5,ОАО «Смирнова»,1,0
Кроссовки Puma RS-X,Puma,2025-03-16,19,8960,,,282,Уфа,Одежда,4.4,547,7,"ОАО «Осипова, Ершов и Романов»",1,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-19,11,96310,,,182,Челябинск,Электроника,4.5,551,1,РАО «Кириллов-Бурова»,0,0
Джинсы Lee Rider,Lee,2025-03-21,26,8440,,,526,Москва,Одежда,4.5,272,5,"АО «Захарова, Осипов и Александров»",0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-19,12,300,530,44,335,Казань,Книги,5.0,686,3,АО «Кудрявцева-Крылов»,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-03,19,61079,,,212,Новосибирск,Бытовая техника,4.7,499,2,ВАД,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-30,19,645,,,434,Казань,Книги,4.8,271,5,РАО «Наумов»,1,0
Наушники Sony WH-1000XM5,Sony,2025-03-31,10,33140,,,113,Екатеринбург,Электроника,4.9,268,7,АО «Симонова Самсонов»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-10,10,610,1155,47,228,Самара,Книги,4.8,413,5,АО «Савельев Андреев»,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-28,7,8120,,,367,Нижний Новгород,Бытовая техника,4.4,398,1,ЗАО «Красильникова Копылова»,0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-23,25,1740,,,313,Новосибирск,Книги,4.7,325,5,АО «Ефремов Ермаков»,1,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-21,27,198660,,,241,Москва,Электроника,4.7,520,2,РАО «Комаров-Данилова»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-10,10,42340,,,232,Санкт-Петербург,Электроника,5.0,544,2,"ЗАО «Игнатова, Савина и Логинова»",0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-31,33,90049,,,301,Москва,Электроника,4.9,426,5,Исакова Инкорпорэйтед,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-24,18,61560,,,468,Москва,Бытовая техника,5.0,356,5,Князев Лимитед,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-06,7,815,1220,33,465,Ростов-на-Дону,Книги,4.3,232,5,АО «Павлов»,0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-14,15,117119,123289,5,115,Нижний Новгород,Электроника,4.6,456,3,Корнилов Инк,0,0
Платье Zara с принтом,Zara,2025-03-22,13,3949,5720,31,310,Самара,Одежда,4.3,563,1,ОАО «Гуляев Колобова»,1,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-17,18,540,,,258,Новосибирск,Книги,4.7,455,3,"ЗАО «Киселев, Горбачев и Агафонов»",0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-11,10,869,,,393,Ростов-на-Дону,Книги,4.9,657,3,Ершова и партнеры,0,0
Футболка Befree оверсайз,Befree,2025-03-17,9,1089,,,174,Ростов-на-Дону,Одежда,4.3,564,1,Остин,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-02,18,28269,,,215,Казань,Электроника,4.5,692,1,"ЗАО «Журавлев, Копылова и Сергеев»",1,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-13,7,102540,,,137,Челябинск,Электроника,4.6,639,5,ИП «Андреева»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-08,47,870,,,48,Челябинск,Книги,5.0,603,5,АХ Степь,1,1
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-02,7,10689,16199,34,309,Самара,Электроника,4.7,506,3,НПО «Трофимова-Егоров»,1,0
Микроволновка LG NeoChef MH6336,LG,2025-03-27,15,8840,13390,34,263,Новосибирск,Бытовая техника,4.6,444,2,ИП «Кузьмин-Харитонова»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-17,10,43975,,,166,Самара,Электроника,5.0,475,2,Смирнов Лтд,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-14,14,625,970,35,93,Казань,Книги,5.0,541,2,ОАО «Соколов Павлов»,0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-21,13,14465,,,496,Уфа,Одежда,4.8,699,3,Русаков Групп,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-01,19,1415,,,141,Новосибирск,Книги,4.3,601,2,Металлсервис,1,0
Платье Zara с принтом,Zara,2025-03-11,16,4785,,,497,Москва,Одежда,4.1,218,5,"ООО «Емельянов, Матвеева и Комиссарова»",0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-05,16,49130,,,471,Казань,Бытовая техника,4.7,649,2,НПО «Мартынова»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-08,23,15299,,,44,Уфа,Бытовая техника,4.2,599,5,171 Меридиан,1,1
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-03,13,69460,,,436,Москва,Бытовая техника,5.0,633,2,"ЗАО «Виноградова, Гордеева и Симонова»",0,0
Джинсы Lee Rider,Lee,2025-03-30,33,8010,,,127,Москва,Одежда,4.3,491,3,ИП «Молчанов»,1,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-10,18,13755,,,37,Новосибирск,Одежда,4.4,459,1,ЗАО «Гурьев Фомичев»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-15,11,6960,13659,49,347,Челябинск,Бытовая техника,4.4,484,3,ОАО «Русаков»,1,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-27,17,1040,,,225,Новосибирск,Книги,5.0,589,3,"ООО «Дементьев, Захарова и Елисеев»",0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-23,24,1545,1645,6,129,Нижний Новгород,Книги,4.4,364,2,"НПО «Голубев, Горшкова и Тетерин»",1,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-18,11,16680,,,298,Ростов-на-Дону,Одежда,4.8,571,5,РАО «Волкова»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-06,10,825,,,228,Санкт-Петербург,Книги,4.6,263,3,НПО «Белоусова»,0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-10,10,42900,,,403,Уфа,Бытовая техника,4.6,649,3,АО «Лапин-Захарова»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-27,9,58210,,,47,Челябинск,Бытовая техника,5.0,402,3,Системный оператор Единой энергетической системы,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-05,12,495,,,373,Челябинск,Книги,4.7,637,7,АО «Гурьев»,0,0
Кроссовки Puma RS-X,Puma,2025-03-04,17,8100,,,167,Москва,Одежда,4.6,284,3,"ООО «Чернов, Соболев и Савина»",0,0
Наушники Sony WH-1000XM5,Sony,2025-03-26,10,27120,39900,32,88,Ростов-на-Дону,Электроника,5.0,506,1,ТГК-2,0,0
Футболка H&M premium,H&M,2025-03-21,8,1420,,,42,Уфа,Одежда,4.0,270,2,ЗАО «Копылов»,0,0
Футболка Befree оверсайз,Befree,2025-03-24,12,739,939,21,419,Челябинск,Одежда,3.7,556,3,Абрамов Инкорпорэйтед,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-14,10,33990,,,428,Казань,Электроника,5.0,356,2,РАО «Селиверстов-Игнатьева»,0,0
Смартфон Realme GT Neo 5,Realme,2025-03-28,21,30620,,,311,Санкт-Петербург,Электроника,4.0,352,2,ЗАО «Макарова»,0,0
Платье ASOS Design миди,ASOS,2025-03-23,10,3070,3739,18,415,Екатеринбург,Одежда,4.4,396,5,Сидорова Групп,1,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-17,23,60825,83325,27,229,Санкт-Петербург,Электроника,4.5,588,3,Фролова Инк,0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-18,8,61290,102170,40,139,Новосибирск,Бытовая техника,4.5,567,5,ООО «Пестова»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-05,15,52430,,,456,Новосибирск,Бытовая техника,4.5,369,5,ООО «Данилов Смирнова»,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-24,9,7620,,,183,Новосибирск,Одежда,4.5,597,5,АО «Беляев»,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-20,15,31015,47729,35,455,Новосибирск,Бытовая техника,5.0,245,3,Наумова и партнеры,0,0
Наушники Apple AirPods Pro 2,Apple,2025-03-27,19,23600,,,485,Санкт-Петербург,Электроника,4.7,333,3,ЗАО «Наумова-Казакова»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-06,13,789,,,110,Самара,Книги,4.7,572,3,ИП «Тарасов Чернов»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-02,13,26465,,,204,Казань,Бытовая техника,4.3,676,5,НПО «Волков Ситников»,1,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-09,26,645,,,80,Новосибирск,Книги,4.9,627,2,Носов и партнеры,1,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-30,15,103860,,,154,Казань,Бытовая техника,4.4,568,3,ИП «Овчинников Фадеева»,1,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-29,19,61535,,,268,Екатеринбург,Бытовая техника,4.6,594,2,Нижфарм (Nidda Midco),1,0
Футболка Zara базовая хлопковая,Zara,2025-03-30,10,1865,,,256,Самара,Одежда,4.3,367,2,ЗАО «Павлов Кузьмина»,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-19,14,295,429,30,115,Челябинск,Книги,5.0,343,3,АО «Самсонова-Соболев»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-12,9,43315,,,113,Ростов-на-Дону,Электроника,4.8,250,3,Веселова и партнеры,0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-19,10,127419,,,346,Новосибирск,Электроника,4.6,263,3,ОАО «Козлов»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-02,14,819,,,53,Казань,Книги,4.6,676,3,РАО «Панфилов Богданов»,1,0
Ноутбук MSI Stealth 16,MSI,2025-03-24,22,170490,,,147,Санкт-Петербург,Электроника,4.8,400,5,ЗАО «Мухин»,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-26,8,25949,,,429,Ростов-на-Дону,Электроника,4.4,434,3,"НПО «Ефремов, Богданова и Захаров»",0,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-29,26,154465,,,75,Москва,Электроника,4.3,613,1,НПО «Родионова-Афанасьева»,1,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-01,19,39050,,,106,Санкт-Петербург,Бытовая техника,4.5,484,1,ЗАО «Новикова Лапин»,1,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-28,11,7695,14529,47,306,Самара,Одежда,4.5,259,3,Быков Инк,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-25,7,570,,,363,Самара,Книги,4.7,339,2,Алексеев и партнеры,0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-06,9,14270,,,347,Челябинск,Одежда,4.5,618,3,АО «Якушев-Комиссарова»,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-01,16,600,,,164,Ростов-на-Дону,Книги,4.5,622,2,ООО «Прохоров-Тимофеев»,1,0
Планшет Huawei MatePad Pro,Huawei,2025-03-25,9,53055,,,334,Челябинск,Электроника,4.3,367,2,РАО «Сазонова-Беляев»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-08,28,51299,,,265,Самара,Бытовая техника,5.0,661,2,ИП «Поляков Дроздов»,1,1
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-17,8,61020,,,31,Уфа,Бытовая техника,4.9,602,7,Федосеев Инкорпорэйтед,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-07,15,509,,,176,Екатеринбург,Книги,4.9,709,1,АО «Мельникова»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-10,6,9970,14450,31,262,Новосибирск,Бытовая техника,4.5,547,7,ИП «Шубина Савельев»,0,0
Кроссовки Puma RS-X,Puma,2025-03-02,19,10459,,,133,Ростов-на-Дону,Одежда,4.4,397,1,ИП «Фомичева»,1,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-03,11,72029,,,198,Ростов-на-Дону,Электроника,5.0,543,3,Мосметрострой,0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-22,10,17589,,,190,Нижний Новгород,Бытовая техника,4.4,597,5,ИП «Брагина-Михеев»,1,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-28,8,1209,,,218,Самара,Книги,5.0,400,7,Гордеева Инкорпорэйтед,0,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-18,34,17769,,,264,Москва,Электроника,4.4,360,1,ООО «Ковалева»,0,0
Кроссовки Puma RS-X,Puma,2025-03-24,12,7839,9329,16,403,Уфа,Одежда,4.7,244,2,ОАО «Терентьева»,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-03,17,610,,,450,Москва,Книги,4.8,480,7,НПО «Соловьев»,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-13,13,445,470,5,219,Челябинск,Книги,4.7,532,1,Пестова Инк,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-20,17,9680,12739,24,255,Новосибирск,Бытовая техника,4.5,393,1,"АО «Шубин, Носкова и Носков»",0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-01,15,1169,,,371,Санкт-Петербург,Книги,4.9,398,1,"ОАО «Моисеев, Федотов и Калинин»",1,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-05,8,12970,,,32,Самара,Одежда,4.7,440,2,"ЗАО «Устинов, Устинова и Рожков»",0,0
